,gene_name,combined_name_id
AT1G69330,AT1G69330,AT1G69330 (AT1G69330)
AT1G69340,AT1G69340,AT1G69340 (AT1G69340)
AT1G69350,AT1G69350,AT1G69350 (AT1G69350)
AT1G69360,AT1G69360,AT1G69360 (AT1G69360)
AT1G69370,CM3,CM3 (AT1G69370)
AT1G69380,RRG,RRG (AT1G69380)
AT1G69390,MINE1,MINE1 (AT1G69390)
AT1G69400,AT1G69400,AT1G69400 (AT1G69400)
AT1G69410,ELF5A-3,ELF5A-3 (AT1G69410)
AT1G69420,AT1G69420,AT1G69420 (AT1G69420)
AT1G69430,AT1G69430,AT1G69430 (AT1G69430)
AT1G69440,AGO7,AGO7 (AT1G69440)
AT1G69450,AT1G69450,AT1G69450 (AT1G69450)
AT1G69460,AT1G69460,AT1G69460 (AT1G69460)
AT1G69470,AT1G69470,AT1G69470 (AT1G69470)
AT1G69480,AT1G69480,AT1G69480 (AT1G69480)
AT1G69485,AT1G69485,AT1G69485 (AT1G69485)
AT1G69490,NAP,NAP (AT1G69490)
AT1G69510,AT1G69510,AT1G69510 (AT1G69510)
AT1G69520,AT1G69520,AT1G69520 (AT1G69520)
AT1G69523,AT1G69523,AT1G69523 (AT1G69523)
AT1G69526,AT1G69526,AT1G69526 (AT1G69526)
AT1G69530,EXPA1,EXPA1 (AT1G69530)
AT1G69550,AT1G69550,AT1G69550 (AT1G69550)
AT1G69570,AT1G69570,AT1G69570 (AT1G69570)
AT1G69572,AT1G69572,AT1G69572 (AT1G69572)
AT1G69580,AT1G69580,AT1G69580 (AT1G69580)
AT1G69587,AT1G69587,AT1G69587 (AT1G69587)
AT1G69588,CLE45,CLE45 (AT1G69588)
AT1G69600,ZFHD1,ZFHD1 (AT1G69600)
AT1G69610,AT1G69610,AT1G69610 (AT1G69610)
AT1G69620,RPL34,RPL34 (AT1G69620)
AT1G69640,SBH1,SBH1 (AT1G69640)
AT1G69670,CUL3B,CUL3B (AT1G69670)
AT1G69680,AT1G69680,AT1G69680 (AT1G69680)
AT1G69690,TCP15,TCP15 (AT1G69690)
AT1G69700,HVA22C,HVA22C (AT1G69700)
AT1G69720,HO3,HO3 (AT1G69720)
AT1G69730,AT1G69730,AT1G69730 (AT1G69730)
AT1G69740,HEMB1,HEMB1 (AT1G69740)
AT1G69750,COX19-2,COX19-2 (AT1G69750)
AT1G69760,AT1G69760,AT1G69760 (AT1G69760)
AT1G69770,CMT3,CMT3 (AT1G69770)
AT1G69780,ATHB13,ATHB13 (AT1G69780)
AT1G69790,AT1G69790,AT1G69790 (AT1G69790)
AT1G69800,AT1G69800,AT1G69800 (AT1G69800)
AT1G69820,GGT3,GGT3 (AT1G69820)
AT1G69830,AMY3,AMY3 (AT1G69830)
AT1G69840,AT1G69840,AT1G69840 (AT1G69840)
AT1G69850,NRT1:2,NRT1:2 (AT1G69850)
AT1G69870,NRT1.7,NRT1.7 (AT1G69870)
AT1G69890,AT1G69890,AT1G69890 (AT1G69890)
AT1G69900,AT1G69900,AT1G69900 (AT1G69900)
AT1G69910,AT1G69910,AT1G69910 (AT1G69910)
AT1G69930,GSTU11,GSTU11 (AT1G69930)
AT1G69935,SHW1,SHW1 (AT1G69935)
AT1G69950,AT1G69950,AT1G69950
AT1G69960,PP2A,PP2A (AT1G69960)
AT1G69970,CLE26,CLE26 (AT1G69970)
AT1G69980,AT1G69980,AT1G69980 (AT1G69980)
AT1G70000,AT1G70000,AT1G70000 (AT1G70000)
AT1G70060,SNL4,SNL4 (AT1G70060)
AT1G70070,EMB25,EMB25 (AT1G70070)
AT1G70090,LGT8,LGT8 (AT1G70090)
AT1G70100,AT1G70100,AT1G70100 (AT1G70100)
AT1G70140,FH8,FH8 (AT1G70140)
AT1G70150,AT1G70150,AT1G70150 (AT1G70150)
AT1G70160,AT1G70160,AT1G70160 (AT1G70160)
AT1G70180,AT1G70180,AT1G70180 (AT1G70180)
AT1G70185,AT1G70185,AT1G70185 (AT1G70185)
AT1G70190,AT1G70190,AT1G70190 (AT1G70190)
AT1G70200,AT1G70200,AT1G70200 (AT1G70200)
AT1G70210,CYCD1;1,CYCD1;1 (AT1G70210)
AT1G70230,TBL27,TBL27 (AT1G70230)
AT1G70250,AT1G70250,AT1G70250 (AT1G70250)
AT1G70260,UMAMIT36,UMAMIT36 (AT1G70260)
AT1G70270,AT1G70270,AT1G70270 (AT1G70270)
AT1G70280,AT1G70280,AT1G70280 (AT1G70280)
AT1G70290,TPS8,TPS8 (AT1G70290)
AT1G70300,KUP6,KUP6 (AT1G70300)
AT1G70310,SPDS2,SPDS2 (AT1G70310)
AT1G70320,UPL2,UPL2 (AT1G70320)
AT1G70330,ENT1,ENT1 (AT1G70330)
AT1G70340,AT1G70340,AT1G70340 (AT1G70340)
AT1G70350,AT1G70350,AT1G70350 (AT1G70350)
AT1G70360,AT1G70360,AT1G70360 (AT1G70360)
AT1G70370,PG2,PG2 (AT1G70370)
AT1G70410,BCA4,BCA4 (AT1G70410)
AT1G70420,AT1G70420,AT1G70420 (AT1G70420)
AT1G70430,AT1G70430,AT1G70430 (AT1G70430)
AT1G70440,SRO3,SRO3 (AT1G70440)
AT1G70470,AT1G70470,AT1G70470 (AT1G70470)
AT1G70480,AT1G70480,AT1G70480 (AT1G70480)
AT1G70490,ARFA1D,ARFA1D (AT1G70490)
AT1G70500,AT1G70500,AT1G70500 (AT1G70500)
AT1G70505,AT1G70505,AT1G70505 (AT1G70505)
AT1G70518,AT1G70518,AT1G70518 (AT1G70518)
AT1G70520,CRK2,CRK2 (AT1G70520)
AT1G70530,CRK3,CRK3 (AT1G70530)
AT1G70550,AT1G70550,AT1G70550 (AT1G70550)
AT1G70560,TAA1,TAA1 (AT1G70560)
AT1G70570,AT1G70570,AT1G70570 (AT1G70570)
AT1G70580,AOAT2,AOAT2 (AT1G70580)
AT1G70581,AT1G70581,AT1G70581 (AT1G70581)
AT1G70590,AT1G70590,AT1G70590 (AT1G70590)
AT1G70600,AT1G70600,AT1G70600 (AT1G70600)
AT1G70610,ABCB26,ABCB26 (AT1G70610)
AT1G70620,AT1G70620,AT1G70620 (AT1G70620)
AT1G70630,AT1G70630,AT1G70630 (AT1G70630)
AT1G70640,AT1G70640,AT1G70640 (AT1G70640)
AT1G70650,AT1G70650,AT1G70650 (AT1G70650)
AT1G70660,MMZ2,MMZ2 (AT1G70660)
AT1G70670,CLO4,CLO4 (AT1G70670)
AT1G70690,HWI1,HWI1 (AT1G70690)
AT1G70700,TIFY7,TIFY7 (AT1G70700)
AT1G70710,GH9B1,GH9B1 (AT1G70710)
AT1G70730,PGM2,PGM2 (AT1G70730)
AT1G70740,AT1G70740,AT1G70740 (AT1G70740)
AT1G70750,AT1G70750,AT1G70750 (AT1G70750)
AT1G70760,NdhL,NdhL (AT1G70760)
AT1G70770,AT1G70770,AT1G70770 (AT1G70770)
AT1G70780,AT1G70780,AT1G70780 (AT1G70780)
AT1G70790,AT1G70790,AT1G70790 (AT1G70790)
AT1G70800,EHB1,EHB1 (AT1G70800)
AT1G70810,AT1G70810,AT1G70810 (AT1G70810)
AT1G70820,AT1G70820,AT1G70820 (AT1G70820)
AT1G70830,MLP28,MLP28 (AT1G70830)
AT1G70880,AT1G70880,AT1G70880 (AT1G70880)
AT1G70885,AT1G70885,AT1G70885
AT1G70890,MLP43,MLP43 (AT1G70890)
AT1G70895,CLE17,CLE17 (AT1G70895)
AT1G70900,AT1G70900,AT1G70900 (AT1G70900)
AT1G70910,DEP,DEP (AT1G70910)
AT1G70920,HB18,HB18 (AT1G70920)
AT1G70940,PIN3,PIN3 (AT1G70940)
AT1G70950,AT1G70950,AT1G70950 (AT1G70950)
AT1G70980,SYNC3,SYNC3 (AT1G70980)
AT1G70985,AT1G70985,AT1G70985 (AT1G70985)
AT1G71010,FAB1C,FAB1C (AT1G71010)
AT1G71015,AT1G71015,AT1G71015 (AT1G71015)
AT1G71020,AT1G71020,AT1G71020 (AT1G71020)
AT1G71030,MYBL2,MYBL2 (AT1G71030)
AT1G71040,LPR2,LPR2 (AT1G71040)
AT1G71050,HIPP20,HIPP20 (AT1G71050)
AT1G71060,AT1G71060,AT1G71060 (AT1G71060)
AT1G71070,AT1G71070,AT1G71070 (AT1G71070)
AT1G71080,AT1G71080,AT1G71080 (AT1G71080)
AT1G71090,AT1G71090,AT1G71090 (AT1G71090)
AT1G71100,RSW10,RSW10 (AT1G71100)
AT1G71110,AT1G71110,AT1G71110 (AT1G71110)
AT1G71130,CRF8,CRF8 (AT1G71130)
AT1G71140,AT1G71140,AT1G71140 (AT1G71140)
AT1G71170,AT1G71170,AT1G71170 (AT1G71170)
AT1G71180,AT1G71180,AT1G71180 (AT1G71180)
AT1G71190,SAG18,SAG18 (AT1G71190)
AT1G71200,AT1G71200,AT1G71200 (AT1G71200)
AT1G71210,AT1G71210,AT1G71210 (AT1G71210)
AT1G71220,EBS1,EBS1 (AT1G71220)
AT1G71230,CSN5B,CSN5B (AT1G71230)
AT1G71240,AT1G71240,AT1G71240 (AT1G71240)
AT1G71260,ATWHY2,ATWHY2 (AT1G71260)
AT1G71270,POK,POK (AT1G71270)
AT1G71310,RAD52-1,RAD52-1 (AT1G71310)
AT1G71330,NAP5,NAP5 (AT1G71330)
AT1G71340,GDPD4,GDPD4 (AT1G71340)
AT1G71350,AT1G71350,AT1G71350 (AT1G71350)
AT1G71360,AT1G71360,AT1G71360 (AT1G71360)
AT1G71410,AT1G71410,AT1G71410 (AT1G71410)
AT1G71420,AT1G71420,AT1G71420 (AT1G71420)
AT1G71430,AT1G71430,AT1G71430 (AT1G71430)
AT1G71440,PFI,PFI (AT1G71440)
AT1G71450,AT1G71450,AT1G71450 (AT1G71450)
AT1G71460,AT1G71460,AT1G71460 (AT1G71460)
AT1G71480,AT1G71480,AT1G71480 (AT1G71480)
AT1G71500,AT1G71500,AT1G71500 (AT1G71500)
AT1G71528,AT1G71528,AT1G71528 (AT1G71528)
AT1G71695,AT1G71695,AT1G71695 (AT1G71695)
AT1G71696,SOL1,SOL1 (AT1G71696)
AT1G71697,CK1,CK1 (AT1G71697)
AT1G71710,AT1G71710,AT1G71710 (AT1G71710)
AT1G71720,PDE338,PDE338 (AT1G71720)
AT1G71730,AT1G71730,AT1G71730 (AT1G71730)
AT1G71740,AT1G71740,AT1G71740 (AT1G71740)
AT1G71750,HGPT,HGPT (AT1G71750)
AT1G71760,AT1G71760,AT1G71760 (AT1G71760)
AT1G71780,AT1G71780,AT1G71780 (AT1G71780)
AT1G71790,CPB,CPB (AT1G71790)
AT1G71800,CSTF64,CSTF64 (AT1G71800)
AT1G71810,AT1G71810,AT1G71810 (AT1G71810)
AT1G71820,SEC6,SEC6 (AT1G71820)
AT1G71830,SERK1,SERK1 (AT1G71830)
AT1G71840,AT1G71840,AT1G71840 (AT1G71840)
AT1G71850,AT1G71850,AT1G71850 (AT1G71850)
AT1G71860,PTP1,PTP1 (AT1G71860)
AT1G71865,AT1G71865,AT1G71865 (AT1G71865)
AT1G71880,SUC1,SUC1 (AT1G71880)
AT1G71890,SUC5,SUC5 (AT1G71890)
AT1G71900,AT1G71900,AT1G71900 (AT1G71900)
AT1G71910,AT1G71910,AT1G71910 (AT1G71910)
AT1G71920,HISN6B,HISN6B (AT1G71920)
AT1G71930,VND7,VND7 (AT1G71930)
AT1G71940,AT1G71940,AT1G71940 (AT1G71940)
AT1G71950,AT1G71950,AT1G71950 (AT1G71950)
AT1G71960,ABCG25,ABCG25 (AT1G71960)
AT1G71970,AT1G71970,AT1G71970 (AT1G71970)
AT1G71980,AT1G71980,AT1G71980 (AT1G71980)
AT1G71990,FUT13,FUT13 (AT1G71990)
AT1G72010,AT1G72010,AT1G72010 (AT1G72010)
AT1G72020,AT1G72020,AT1G72020 (AT1G72020)
AT1G72030,AT1G72030,AT1G72030 (AT1G72030)
AT1G72040,dNK,dNK (AT1G72040)
AT1G72050,TFIIIA,TFIIIA (AT1G72050)
AT1G72060,AT1G72060,AT1G72060 (AT1G72060)
AT1G72070,AT1G72070,AT1G72070 (AT1G72070)
AT1G72090,AT1G72090,AT1G72090 (AT1G72090)
AT1G72120,AT1G72120,AT1G72120 (AT1G72120)
AT1G72130,AT1G72130,AT1G72130 (AT1G72130)
AT1G72150,PATL1,PATL1 (AT1G72150)
AT1G72160,AT1G72160,AT1G72160 (AT1G72160)
AT1G72170,AT1G72170,AT1G72170 (AT1G72170)
AT1G72175,AT1G72175,AT1G72175 (AT1G72175)
AT1G72180,AT1G72180,AT1G72180 (AT1G72180)
AT1G72190,AT1G72190,AT1G72190 (AT1G72190)
AT1G72210,AT1G72210,AT1G72210 (AT1G72210)
AT1G72230,AT1G72230,AT1G72230 (AT1G72230)
AT1G72240,AT1G72240,AT1G72240 (AT1G72240)
AT1G72250,AT1G72250,AT1G72250 (AT1G72250)
AT1G72270,AT1G72270,AT1G72270 (AT1G72270)
AT1G72280,ERO1,ERO1 (AT1G72280)
AT1G72300,PSY1R,PSY1R (AT1G72300)
AT1G72310,ATL3,ATL3 (AT1G72310)
AT1G72320,PUM23,PUM23 (AT1G72320)
AT1G72330,ALAAT2,ALAAT2 (AT1G72330)
AT1G72340,AT1G72340,AT1G72340 (AT1G72340)
AT1G72360,ERF73,ERF73 (AT1G72360)
AT1G72370,P40,P40 (AT1G72370)
AT1G72390,AT1G72390,AT1G72390 (AT1G72390)
AT1G72410,AT1G72410,AT1G72410 (AT1G72410)
AT1G72416,AT1G72416,AT1G72416 (AT1G72416)
AT1G72420,AT1G72420,AT1G72420 (AT1G72420)
AT1G72430,AT1G72430,AT1G72430 (AT1G72430)
AT1G72440,EDA25,EDA25 (AT1G72440)
AT1G72450,JAZ6,JAZ6 (AT1G72450)
AT1G72470,EXO70D1,EXO70D1 (AT1G72470)
AT1G72480,AT1G72480,AT1G72480 (AT1G72480)
AT1G72500,AT1G72500,AT1G72500 (AT1G72500)
AT1G72510,AT1G72510,AT1G72510 (AT1G72510)
AT1G72520,LOX4,LOX4 (AT1G72520)
AT1G72530,AT1G72530,AT1G72530 (AT1G72530)
AT1G72550,AT1G72550,AT1G72550 (AT1G72550)
AT1G72560,PSD,PSD (AT1G72560)
AT1G72600,AT1G72600,AT1G72600 (AT1G72600)
AT1G72610,GER1,GER1 (AT1G72610)
AT1G72620,AT1G72620,AT1G72620 (AT1G72620)
AT1G72630,ELF4-L2,ELF4-L2 (AT1G72630)
AT1G72640,AT1G72640,AT1G72640 (AT1G72640)
AT1G72645,AT1G72645,AT1G72645 (AT1G72645)
AT1G72650,TRFL6,TRFL6 (AT1G72650)
AT1G72670,iqd8,iqd8 (AT1G72670)
AT1G72680,CAD1,CAD1 (AT1G72680)
AT1G72690,AT1G72690,AT1G72690 (AT1G72690)
AT1G72700,AT1G72700,AT1G72700 (AT1G72700)
AT1G72710,CKL2,CKL2 (AT1G72710)
AT1G72720,AT1G72720,AT1G72720 (AT1G72720)
AT1G72730,AT1G72730,AT1G72730 (AT1G72730)
AT1G72740,AT1G72740,AT1G72740 (AT1G72740)
AT1G72750,TIM23-2,TIM23-2 (AT1G72750)
AT1G72770,HAB1,HAB1 (AT1G72770)
AT1G72790,AT1G72790,AT1G72790 (AT1G72790)
AT1G72800,AT1G72800,AT1G72800 (AT1G72800)
AT1G72810,AT1G72810,AT1G72810 (AT1G72810)
AT1G72820,AT1G72820,AT1G72820 (AT1G72820)
AT1G72830,NF-YA3,NF-YA3 (AT1G72830)
AT1G72840,AT1G72840,AT1G72840 (AT1G72840)
AT1G72852,AT1G72852,AT1G72852 (AT1G72852)
AT1G72855,AT1G72855,AT1G72855 (AT1G72855)
AT1G72880,AT1G72880,AT1G72880 (AT1G72880)
AT1G72890,AT1G72890,AT1G72890 (AT1G72890)
AT1G72900,AT1G72900,AT1G72900 (AT1G72900)
AT1G72910,AT1G72910,AT1G72910 (AT1G72910)
AT1G72920,AT1G72920,AT1G72920 (AT1G72920)
AT1G72930,TIR,TIR (AT1G72930)
AT1G72940,AT1G72940,AT1G72940 (AT1G72940)
AT1G72950,AT1G72950,AT1G72950 (AT1G72950)
AT1G72960,AT1G72960,AT1G72960 (AT1G72960)
AT1G72970,HTH,HTH (AT1G72970)
AT1G72990,BGAL17,BGAL17 (AT1G72990)
AT1G73010,PS2,PS2 (AT1G73010)
AT1G73020,AT1G73020,AT1G73020 (AT1G73020)
AT1G73030,VPS46.2,VPS46.2 (AT1G73030)
AT1G73040,AT1G73040,AT1G73040 (AT1G73040)
AT1G73060,LPA3,LPA3 (AT1G73060)
AT1G73066,AT1G73066,AT1G73066 (AT1G73066)
AT1G73080,PEPR1,PEPR1 (AT1G73080)
AT1G73090,AT1G73090,AT1G73090 (AT1G73090)
AT1G73100,SUVH3,SUVH3 (AT1G73100)
AT1G73110,AT1G73110,AT1G73110 (AT1G73110)
AT1G73120,AT1G73120,AT1G73120 (AT1G73120)
AT1G73130,AT1G73130,AT1G73130 (AT1G73130)
AT1G73140,TBL31,TBL31 (AT1G73140)
AT1G73150,GTE3,GTE3 (AT1G73150)
AT1G73170,AT1G73170,AT1G73170 (AT1G73170)
AT1G73177,BNS,BNS (AT1G73177)
AT1G73180,AT1G73180,AT1G73180 (AT1G73180)
AT1G73200,AT1G73200,AT1G73200 (AT1G73200)
AT1G73210,AT1G73210,AT1G73210 (AT1G73210)
AT1G73230,AT1G73230,AT1G73230 (AT1G73230)
AT1G73240,AT1G73240,AT1G73240 (AT1G73240)
AT1G73250,GER1,GER1 (AT1G73250)
AT1G73260,KTI1,KTI1 (AT1G73260)
AT1G73310,scpl4,scpl4 (AT1G73310)
AT1G73320,AT1G73320,AT1G73320 (AT1G73320)
AT1G73325,AT1G73325,AT1G73325 (AT1G73325)
AT1G73330,DR4,DR4 (AT1G73330)
AT1G73350,AT1G73350,AT1G73350 (AT1G73350)
AT1G73360,HDG11,HDG11 (AT1G73360)
AT1G73370,SUS6,SUS6 (AT1G73370)
AT1G73380,AT1G73380,AT1G73380 (AT1G73380)
AT1G73390,AT1G73390,AT1G73390 (AT1G73390)
AT1G73400,AT1G73400,AT1G73400 (AT1G73400)
AT1G73430,AT1G73430,AT1G73430 (AT1G73430)
AT1G73440,AT1G73440,AT1G73440 (AT1G73440)
AT1G73445,AT1G73445,AT1G73445
AT1G73450,AT1G73450,AT1G73450 (AT1G73450)
AT1G73460,AT1G73460,AT1G73460 (AT1G73460)
AT1G73470,AT1G73470,AT1G73470 (AT1G73470)
AT1G73480,AT1G73480,AT1G73480 (AT1G73480)
AT1G73490,AT1G73490,AT1G73490 (AT1G73490)
AT1G73500,MKK9,MKK9 (AT1G73500)
AT1G73530,AT1G73530,AT1G73530 (AT1G73530)
AT1G73540,NUDT21,NUDT21 (AT1G73540)
AT1G73550,AT1G73550,AT1G73550 (AT1G73550)
AT1G73570,AT1G73570,AT1G73570 (AT1G73570)
AT1G73590,PIN1,PIN1 (AT1G73590)
AT1G73600,AT1G73600,AT1G73600 (AT1G73600)
AT1G73602,AT1G73602,AT1G73602
AT1G73620,AT1G73620,AT1G73620 (AT1G73620)
AT1G73630,AT1G73630,AT1G73630 (AT1G73630)
AT1G73640,RABA6a,RABA6a (AT1G73640)
AT1G73650,AT1G73650,AT1G73650 (AT1G73650)
AT1G73655,AT1G73655,AT1G73655 (AT1G73655)
AT1G73660,AT1G73660,AT1G73660 (AT1G73660)
AT1G73670,MPK15,MPK15 (AT1G73670)
AT1G73680,ALPHA DOX2,ALPHA DOX2 (AT1G73680)
AT1G73700,AT1G73700,AT1G73700 (AT1G73700)
AT1G73710,AT1G73710,AT1G73710 (AT1G73710)
AT1G73720,SMU1,SMU1 (AT1G73720)
AT1G73730,EIL3,EIL3 (AT1G73730)
AT1G73740,AT1G73740,AT1G73740 (AT1G73740)
AT1G73750,AT1G73750,AT1G73750 (AT1G73750)
AT1G73760,AT1G73760,AT1G73760 (AT1G73760)
AT1G73770,AT1G73770,AT1G73770 (AT1G73770)
AT1G73790,GIP2,GIP2 (AT1G73790)
AT1G73805,SARD1,SARD1 (AT1G73805)
AT1G73810,AT1G73810,AT1G73810 (AT1G73810)
AT1G73820,AT1G73820,AT1G73820 (AT1G73820)
AT1G73830,BEE3,BEE3 (AT1G73830)
AT1G73840,ESP1,ESP1 (AT1G73840)
AT1G73850,AT1G73850,AT1G73850 (AT1G73850)
AT1G73860,AT1G73860,AT1G73860 (AT1G73860)
AT1G73870,BBX16,BBX16 (AT1G73870)
AT1G73875,AT1G73875,AT1G73875 (AT1G73875)
AT1G73880,UGT89B1,UGT89B1 (AT1G73880)
AT1G73885,AT1G73885,AT1G73885 (AT1G73885)
AT1G73910,ARP4A,ARP4A (AT1G73910)
AT1G73920,AT1G73920,AT1G73920 (AT1G73920)
AT1G73930,AT1G73930,AT1G73930 (AT1G73930)
AT1G73940,AT1G73940,AT1G73940 (AT1G73940)
AT1G73950,AT1G73950,AT1G73950 (AT1G73950)
AT1G73960,TAF2,TAF2 (AT1G73960)
AT1G73965,CLE13,CLE13 (AT1G73965)
AT1G73970,AT1G73970,AT1G73970 (AT1G73970)
AT1G73980,AT1G73980,AT1G73980 (AT1G73980)
AT1G73990,SPPA,SPPA (AT1G73990)
AT1G74000,SS3,SS3 (AT1G74000)
AT1G74010,AT1G74010,AT1G74010 (AT1G74010)
AT1G74020,SS2,SS2 (AT1G74020)
AT1G74030,ENO1,ENO1 (AT1G74030)
AT1G74040,IMS1,IMS1 (AT1G74040)
AT1G74050,AT1G74050,AT1G74050 (AT1G74050)
AT1G74055,AT1G74055,AT1G74055 (AT1G74055)
AT1G74060,AT1G74060,AT1G74060 (AT1G74060)
AT1G74070,AT1G74070,AT1G74070 (AT1G74070)
AT1G74088,AT1G74088,AT1G74088 (AT1G74088)
AT1G74090,SOT18,SOT18 (AT1G74090)
AT1G74100,SOT16,SOT16 (AT1G74100)
AT1G74120,AT1G74120,AT1G74120 (AT1G74120)
AT1G74130,AT1G74130,AT1G74130 (AT1G74130)
AT1G74160,TRM4,TRM4 (AT1G74160)
AT1G74170,RLP13,RLP13 (AT1G74170)
AT1G74180,RLP14,RLP14 (AT1G74180)
AT1G74200,RLP16,RLP16 (AT1G74200)
AT1G74205,AT1G74205,AT1G74205 (AT1G74205)
AT1G74210,GDPD5,GDPD5 (AT1G74210)
AT1G74230,GR-RBP5,GR-RBP5 (AT1G74230)
AT1G74240,AT1G74240,AT1G74240 (AT1G74240)
AT1G74250,AT1G74250,AT1G74250 (AT1G74250)
AT1G74260,PUR4,PUR4 (AT1G74260)
AT1G74270,AT1G74270,AT1G74270 (AT1G74270)
AT1G74280,AT1G74280,AT1G74280 (AT1G74280)
AT1G74290,AT1G74290,AT1G74290 (AT1G74290)
AT1G74300,AT1G74300,AT1G74300 (AT1G74300)
AT1G74310,HSP101,HSP101 (AT1G74310)
AT1G74320,AT1G74320,AT1G74320 (AT1G74320)
AT1G74330,AT1G74330,AT1G74330 (AT1G74330)
AT1G74340,DPMS2,DPMS2 (AT1G74340)
AT1G74350,AT1G74350,AT1G74350 (AT1G74350)
AT1G74360,AT1G74360,AT1G74360 (AT1G74360)
AT1G74370,AT1G74370,AT1G74370 (AT1G74370)
AT1G74380,XXT5,XXT5 (AT1G74380)
AT1G74390,AT1G74390,AT1G74390 (AT1G74390)
AT1G74400,AT1G74400,AT1G74400 (AT1G74400)
AT1G74410,AT1G74410,AT1G74410 (AT1G74410)
AT1G74430,MYB95,MYB95 (AT1G74430)
AT1G74440,AT1G74440,AT1G74440 (AT1G74440)
AT1G74450,AT1G74450,AT1G74450 (AT1G74450)
AT1G74458,AT1G74458,AT1G74458 (AT1G74458)
AT1G74470,AT1G74470,AT1G74470 (AT1G74470)
AT1G74510,AT1G74510,AT1G74510 (AT1G74510)
AT1G74520,HVA22A,HVA22A (AT1G74520)
AT1G74530,AT1G74530,AT1G74530 (AT1G74530)
AT1G74545,AT1G74545,AT1G74545 (AT1G74545)
AT1G74560,NRP1,NRP1 (AT1G74560)
AT1G74580,AT1G74580,AT1G74580 (AT1G74580)
AT1G74590,GSTU10,GSTU10 (AT1G74590)
AT1G74600,OTP87,OTP87 (AT1G74600)
AT1G74630,AT1G74630,AT1G74630 (AT1G74630)
AT1G74640,AT1G74640,AT1G74640 (AT1G74640)
AT1G74660,MIF1,MIF1 (AT1G74660)
AT1G74670,GASA6,GASA6 (AT1G74670)
AT1G74680,AT1G74680,AT1G74680 (AT1G74680)
AT1G74690,IQD31,IQD31 (AT1G74690)
AT1G74700,TRZ1,TRZ1 (AT1G74700)
AT1G74710,EDS16,EDS16 (AT1G74710)
AT1G74720,QKY,QKY (AT1G74720)
AT1G74730,AT1G74730,AT1G74730 (AT1G74730)
AT1G74740,CPK30,CPK30 (AT1G74740)
AT1G74750,AT1G74750,AT1G74750 (AT1G74750)
AT1G74780,AT1G74780,AT1G74780 (AT1G74780)
AT1G74790,AT1G74790,AT1G74790 (AT1G74790)
AT1G74800,AT1G74800,AT1G74800 (AT1G74800)
AT1G74810,BOR5,BOR5 (AT1G74810)
AT1G74840,AT1G74840,AT1G74840 (AT1G74840)
AT1G74850,PTAC2,PTAC2 (AT1G74850)
AT1G74860,AT1G74860,AT1G74860 (AT1G74860)
AT1G74870,AT1G74870,AT1G74870 (AT1G74870)
AT1G74880,NdhO,NdhO (AT1G74880)
AT1G74890,ARR15,ARR15 (AT1G74890)
AT1G74900,OTP43,OTP43 (AT1G74900)
AT1G74910,AT1G74910,AT1G74910 (AT1G74910)
AT1G74920,ALDH10A8,ALDH10A8 (AT1G74920)
AT1G74929,AT1G74929,AT1G74929 (AT1G74929)
AT1G74930,ORA47,ORA47 (AT1G74930)
AT1G74940,AT1G74940,AT1G74940 (AT1G74940)
AT1G74950,TIFY10B,TIFY10B (AT1G74950)
AT1G74960,FAB1,FAB1 (AT1G74960)
AT1G74970,RPS9,RPS9 (AT1G74970)
AT1G75000,AT1G75000,AT1G75000 (AT1G75000)
AT1G75010,ARC3,ARC3 (AT1G75010)
AT1G75020,LPAT4,LPAT4 (AT1G75020)
AT1G75030,TLP-3,TLP-3 (AT1G75030)
AT1G75040,PR5,PR5 (AT1G75040)
AT1G75060,AT1G75060,AT1G75060 (AT1G75060)
AT1G75080,BZR1,BZR1 (AT1G75080)
AT1G75090,AT1G75090,AT1G75090 (AT1G75090)
AT1G75100,JAC1,JAC1 (AT1G75100)
AT1G75110,RRA2,RRA2 (AT1G75110)
AT1G75120,RRA1,RRA1 (AT1G75120)
AT1G75130,CYP721A1,CYP721A1 (AT1G75130)
AT1G75140,AT1G75140,AT1G75140 (AT1G75140)
AT1G75150,AT1G75150,AT1G75150 (AT1G75150)
AT1G75170,AT1G75170,AT1G75170 (AT1G75170)
AT1G75180,AT1G75180,AT1G75180 (AT1G75180)
AT1G75190,AT1G75190,AT1G75190 (AT1G75190)
AT1G75200,AT1G75200,AT1G75200 (AT1G75200)
AT1G75210,AT1G75210,AT1G75210 (AT1G75210)
AT1G75220,ERDL6,ERDL6 (AT1G75220)
AT1G75230,AT1G75230,AT1G75230 (AT1G75230)
AT1G75240,HB33,HB33 (AT1G75240)
AT1G75250,RL6,RL6 (AT1G75250)
AT1G75260,AT1G75260,AT1G75260 (AT1G75260)
AT1G75270,DHAR2,DHAR2 (AT1G75270)
AT1G75280,AT1G75280,AT1G75280 (AT1G75280)
AT1G75290,AT1G75290,AT1G75290 (AT1G75290)
AT1G75295,AT1G75295,AT1G75295 (AT1G75295)
AT1G75300,AT1G75300,AT1G75300 (AT1G75300)
AT1G75310,AUL1,AUL1 (AT1G75310)
AT1G75330,OTC,OTC (AT1G75330)
AT1G75335,AT1G75335,AT1G75335 (AT1G75335)
AT1G75340,AT1G75340,AT1G75340 (AT1G75340)
AT1G75350,emb2184,emb2184 (AT1G75350)
